datetime,ur/h,usv/h,t,p0,humid,windspd,Td,rrr,mm24,mm48
24.02.19 18:00,90.27,0.46,0.1,743.5,90,1,-1.4,0,0,0
24.02.19 21:00,90.17,0.44,-1.2,743.8,93,0,-2.2,0,0,0
25.02.19 00:00,91.95,0.47,-1.1,743.2,95,1,-1.8,0,0,0
25.02.19 03:00,91.89,0.45,-1.8,742.9,96,0,-2.3,0,0,0
25.02.19 06:00,89.16,0.46,-1.6,742.2,95,1,-2.3,0,0,0
25.02.19 09:00,94.36,0.47,-1.5,741.9,90,2,-2.9,0,0,0
25.02.19 12:00,93.1,0.47,1.6,740.6,72,2,-2.9,0,0,0
25.02.19 15:00,91.95,0.46,3.7,739,54,2,-4.9,0,0,0
25.02.19 18:00,93.41,0.46,1,737.5,51,1,-8,0,0,0
25.02.19 21:00,91.09,0.46,-2.5,736.5,67,0,-7.9,0,0,0
26.02.19 00:00,95.19,0.47,-1.1,734.8,68,0,-6.3,0,0,0
26.02.19 03:00,89.7,0.45,0.2,733,66,0,-5.5,0,0,0
26.02.19 06:00,92.14,0.46,1.9,731.4,65,3,-4,0,0,3
26.02.19 09:00,90.36,0.45,2.6,730.7,69,1,-2.6,0,0,3
26.02.19 12:00,91.35,0.45,4.8,729.1,60,1,-2.5,0,0,3
26.02.19 15:00,87.13,0.44,6.7,727.4,45,3,-4.5,0,0,3
26.02.19 18:00,90.84,0.46,5.9,726.7,53,2,-3.1,0,0,3
26.02.19 21:00,92.21,0.45,4,726.3,64,2,-2.3,0,0,3
27.02.19 00:00,87.86,0.44,2.5,725.6,74,1,-1.8,0,0,3
27.02.19 03:00,92.27,0.46,1.2,725.6,84,0,-1.2,0,0,3
27.02.19 06:00,92.36,0.47,0.9,725.5,87,0,-1,0,3,3
27.02.19 09:00,92.08,0.45,1.8,726.2,86,2,-0.3,0,3,3
27.02.19 12:00,92.3,0.47,4.1,726,73,3,-0.4,0,3,3
27.02.19 15:00,91.03,0.45,5.1,725.9,65,3,-1.1,0,3,3
27.02.19 18:00,93.79,0.46,3.9,727,77,2,0.1,0,3,3
27.02.19 21:00,91.6,0.46,1.9,?,93,1,0.8,0,3,3
28.02.19 00:00,94.62,0.48,0.4,728.5,95,2,-0.3,0,3,3
28.02.19 03:00,94.97,0.47,0,728.2,96,2,-0.6,0,3,3
28.02.19 06:00,94.43,0.46,-0.4,728.1,95,2,-1.1,3,3,3
28.02.19 09:00,86.33,0.45,-0.3,728.1,92,2,-1.5,0,0,0
28.02.19 12:00,93.76,0.47,1.1,727.6,79,2,-2.1,0,0,0
28.02.19 15:00,93.29,0.48,2.1,726.7,70,2,-2.8,0,0,0
28.02.19 18:00,96.08,0.47,0.5,726.2,75,0,-3.5,0,0,0.5
28.02.19 21:00,91.92,0.46,-1.9,725.9,88,0,-3.6,0,0,0.5
01.03.19 00:00,94.87,0.47,-2.1,724.4,87,0,-4,0,0,0.5
01.03.19 03:00,91.1,0.46,0.1,723.1,87,2,-1.9,0,0,0.5
01.03.19 06:00,93.51,0.46,1.5,721,74,5,-2.6,0,0,3.5
01.03.19 09:00,92.9,0.47,3.6,719.2,60,4,-3.5,0,0,3.5
01.03.19 12:00,90.3,0.45,8.5,718.1,49,1,-1.6,0,0,3.5
01.03.19 15:00,91.73,0.46,9.8,718.3,46,1,-1.3,0,0,3.5
01.03.19 18:00,95.67,0.47,3.8,721.1,81,3,0.8,0,0.5,3.5
01.03.19 21:00,89.45,0.45,2.5,721.9,86,1,0.4,0,0.5,3.5
02.03.19 00:00,87.95,0.43,1.4,723.7,85,6,-0.9,0,0.5,3.5
02.03.19 03:00,89,0.46,1.5,723.9,74,6,-2.6,0,0.5,3.5
02.03.19 06:00,89.89,0.45,0.3,724.6,70,4,-4.5,0,3.5,3.5
02.03.19 09:00,90.94,0.47,2.2,725.5,69,5,-3,0,3.5,3.5
02.03.19 12:00,92.3,0.45,3.6,725.7,68,5,-1.9,0,3.5,3.5
02.03.19 15:00,91.86,0.46,4.3,725.2,66,2,-1.5,0,3.5,3.5
02.03.19 18:00,89.86,0.45,1.3,726.3,92,2,0.1,0.5,3.5,3.5
02.03.19 21:00,89.73,0.45,0.2,727.6,95,2,-0.5,0,3,3
03.03.19 00:00,92.9,0.47,-0.1,729.4,96,3,-0.7,0,3,3
03.03.19 03:00,93.03,0.46,-1.1,730.5,96,3,-1.7,0,3,3
03.03.19 06:00,90.78,0.45,-1.3,732,93,2,-2.3,3,3,3
03.03.19 09:00,89.89,0.45,-0.5,734.1,90,3,-2,0,0,0
03.03.19 12:00,89.57,0.45,1,734.9,70,4,-3.9,0,0,0
03.03.19 15:00,91.06,0.46,1.5,735.7,59,4,-5.7,0,0,0
03.03.19 18:00,89.14,0.45,0.3,736.6,61,3,-6.4,0,0,0
03.03.19 21:00,90.94,0.44,0.1,737,63,2,-6.1,0,0,0
04.03.19 00:00,89.73,0.47,-0.1,736.1,66,1,-5.7,0,0,0
04.03.19 03:00,91.83,0.45,-2.5,736.3,81,0,-5.3,0,0,0
04.03.19 06:00,89.48,0.45,-5,736.3,87,0,-6.9,0,0,0
04.03.19 09:00,93.22,0.46,0.2,736.8,63,1,-6.1,0,0,0
04.03.19 12:00,88.55,0.45,4.4,735.4,48,2,-5.9,0,0,0
04.03.19 15:00,91.1,0.45,5.4,734.2,41,2,-6.8,0,0,0
04.03.19 18:00,91.1,0.46,2.9,734.4,58,1,-4.7,0,0,0
04.03.19 21:00,91.89,0.45,-1,734.7,76,1,-4.8,0,0,0
05.03.19 00:00,89.57,0.45,-3.8,734.3,86,0,-5.8,0,0,0
05.03.19 03:00,89.48,0.46,-5,734.5,90,0,-6.4,0,0,0
05.03.19 06:00,89.28,0.45,-4.3,735.2,88,0,-6,0,0,0
05.03.19 09:00,93.86,0.46,2.1,735.2,69,0,-3.1,0,0,0
05.03.19 12:00,89.22,0.46,10.3,733.9,35,2,-4.5,0,0,0
05.03.19 15:00,94.24,0.46,12.4,733,32,3,-3.9,0,0,0
05.03.19 18:00,90.9,0.45,9.2,733,41,2,-3.4,0,0,14
05.03.19 21:00,89.79,0.45,7.3,732.5,52,4,-2.1,0,0,14
06.03.19 00:00,91.32,0.44,-0.6,732.7,77,1,-4.1,0,0,14
06.03.19 03:00,90.56,0.47,-2.7,733.1,83,1,-5.2,0,0,14
06.03.19 06:00,92.37,0.46,-4.3,733,86,0,-6.3,0,0,14
06.03.19 09:00,92.84,0.46,5.4,732.7,53,0,-3.4,0,0,14
06.03.19 12:00,91,0.46,18.8,732,15,1,-8.7,0,0,14
06.03.19 15:00,89.03,0.46,16.1,732.1,25,2,-3.9,0,0,14
06.03.19 18:00,93.19,0.46,11.7,733.4,43,1,-0.5,0,14,14
06.03.19 21:00,90.57,0.45,8.3,734.1,69,1,2.8,0,14,14
07.03.19 00:00,90.4,0.46,6.2,734.8,78,1,2.6,0,14,14
07.03.19 03:00,90.08,0.45,5,735.1,81,1,2,0,14,14
07.03.19 06:00,92.59,0.46,4,735.6,91,0,2.6,0,14,14
07.03.19 09:00,93.03,0.47,0.4,738.7,94,2,-0.4,0,14,14
07.03.19 12:00,92.62,0.46,1.1,740.6,94,3,0.3,0,14,14
07.03.19 15:00,89.6,0.44,3.1,741.1,91,3,1.7,0,14,14
07.03.19 18:00,91.51,0.46,3,742.2,93,2,1.9,14,14,14
07.03.19 21:00,90.81,0.46,2.7,743.3,95,0,1.9,0,0,0
08.03.19 00:00,92.84,0.46,2.7,743.5,95,1,2,0,0,0
08.03.19 03:00,92.3,0.47,3.1,743.4,95,2,2.3,0,0,0
08.03.19 06:00,91.82,0.45,2.1,743.6,94,1,1.2,0,0,0
08.03.19 09:00,90.46,0.45,5.8,743.9,80,5,2.5,0,0,0
08.03.19 12:00,91.98,0.46,9.3,743.3,61,6,2.1,0,0,0
08.03.19 15:00,92.49,0.46,9.7,742.9,60,5,2.3,0,0,0
08.03.19 18:00,88.62,0.44,7.7,743.1,70,2,2.5,0,0,0
08.03.19 21:00,91.89,0.46,5.9,743.2,72,3,1.2,0,0,0
09.03.19 00:00,90.53,0.46,3.9,742.9,78,2,0.4,0,0,0
09.03.19 03:00,93.09,0.46,-1.6,742.5,94,1,-2.5,0,0,0
09.03.19 06:00,90.4,0.45,-4,742.4,95,0,-4.7,0,0,0
09.03.19 09:00,88.65,0.45,3.3,742.3,76,0,-0.6,0,0,0
09.03.19 12:00,93.03,0.46,13.5,740.5,39,2,-0.2,0,0,0
09.03.19 15:00,92.43,0.46,16.1,738.4,25,3,-3.8,0,0,0
09.03.19 18:00,89.76,0.46,11.9,737.2,48,2,1,0,0,0
09.03.19 21:00,93.79,0.46,8.8,736.3,59,3,1.2,0,0,0
10.03.19 00:00,92.29,0.46,5,735.4,76,0,1,0,0,0
10.03.19 03:00,91.54,0.46,2.6,734.2,86,0,0.4,0,0,0
10.03.19 06:00,91.13,0.45,1,733.5,90,0,-0.4,0,0,0
10.03.19 09:00,90.46,0.45,7.1,733,68,1,1.6,0,0,0
10.03.19 12:00,89.79,0.45,18.2,731.5,31,1,0.8,0,0,0
10.03.19 15:00,88.11,0.45,20.5,729.9,17,2,-5.8,0,0,0
10.03.19 18:00,91.13,0.45,14.8,729.7,27,1,-4.3,0,0,0
10.03.19 21:00,89,0.45,8.7,729.4,50,1,-1.3,0,0,0
11.03.19 00:00,88.94,0.44,8.9,729,67,4,3.1,0,0,0
11.03.19 03:00,89.6,0.44,4.7,730.4,83,2,2,0,0,0
11.03.19 06:00,89.73,0.46,5.5,731.6,75,4,1.3,0,0,0
11.03.19 09:00,90.84,0.45,11.4,732.7,44,2,-0.5,0,0,0
11.03.19 12:00,90.94,0.46,16.9,731.5,23,1,-4.7,0,0,0
11.03.19 15:00,90.75,0.45,15.9,730.3,26,2,-3.8,0,0,0
11.03.19 18:00,90.2,0.46,14.4,730,39,2,0.6,0,0,0
11.03.19 21:00,89.32,0.44,12.1,730.3,44,3,0.1,0,0,0
12.03.19 00:00,91.29,0.45,5,730.4,66,1,-1,0,0,0
12.03.19 03:00,91.22,0.46,2.4,731.6,76,1,-1.4,0,0,0
12.03.19 06:00,92.34,0.45,2.1,732.7,80,0,-1.1,0,0,2
12.03.19 09:00,91.83,0.47,8,732.9,59,2,0.5,0,0,2
12.03.19 12:00,90.11,0.46,16.8,731.5,30,5,-0.8,0,0,2
12.03.19 15:00,94.4,0.46,16.5,730.1,29,6,-1.5,0,0,2
12.03.19 18:00,88.33,0.44,14.5,729.2,38,5,0.1,0,0,2
12.03.19 21:00,91.13,0.46,11.1,729.3,50,2,1,0,0,2
13.03.19 00:00,91.61,0.45,5.4,729.4,72,1,0.7,0,0,2
13.03.19 03:00,89.34,0.45,5.6,729.7,74,1,1.2,0,0,2
13.03.19 06:00,88.49,0.44,5.5,730.1,74,1,1.2,0,2,2
13.03.19 09:00,88.21,0.44,9.9,730.1,71,3,4.8,0,2,2
13.03.19 12:00,87.86,0.45,10.8,729.9,69,2,5.3,0,2,2
13.03.19 15:00,91.86,0.46,9.8,730,70,1,4.5,0,2,2
13.03.19 18:00,90.84,0.45,4.6,732.1,90,1,3.1,0,2,2
13.03.19 21:00,91.19,0.45,2.3,733.7,94,2,1.4,0,2,2
14.03.19 00:00,91.67,0.47,1.7,734.5,94,3,0.9,0,2,2
14.03.19 03:00,93.7,0.46,0.9,735.9,95,1,0.2,0,2,2
14.03.19 06:00,91.86,0.46,1.1,736.9,95,1,0.4,2,2,2
14.03.19 09:00,91.54,0.46,1.5,737.2,92,4,0.4,0,0,0
14.03.19 12:00,94.37,0.47,3.9,735.9,82,4,1,0,0,0
14.03.19 15:00,94.84,0.47,5,734.9,77,6,1.3,0,0,0
14.03.19 18:00,91.73,0.46,4.7,734.8,77,5,1,0,0,0
14.03.19 21:00,92.46,0.46,4.3,734.5,78,6,0.7,0,0,0
15.03.19 00:00,92.97,0.47,3.8,733.3,75,7,-0.2,0,0,0
15.03.19 03:00,93.83,0.47,2.8,732.4,77,6,-0.9,0,0,0
15.03.19 06:00,93.64,0.46,1.6,732.1,91,5,0.2,0,0,3
15.03.19 09:00,93.7,0.47,2.2,731.3,94,6,1.3,0,0,3
15.03.19 12:00,91.73,0.46,4.2,730.4,85,5,1.8,0,0,3
15.03.19 15:00,93.35,0.47,4.7,729.5,81,4,1.6,0,0,3
15.03.19 18:00,94.68,0.47,4.6,729.4,85,5,2.3,0,0,9
15.03.19 21:00,92.37,0.45,4.3,730.2,88,1,2.4,0,0,9
16.03.19 00:00,89.76,0.44,3.4,729.4,94,2,2.5,0,0,9
16.03.19 03:00,91.41,0.47,3.8,728.8,95,2,3.1,0,0,9
16.03.19 06:00,90.19,0.45,3.3,729.2,95,0,2.6,0,3,12
16.03.19 09:00,91.03,0.46,4.6,729.5,88,0,2.8,0,3,12
16.03.19 12:00,89.06,0.45,10,728.6,67,2,4,0,3,12
16.03.19 15:00,88.36,0.45,9.3,727.7,72,2,4.4,0,3,12
16.03.19 18:00,91.86,0.47,8.5,728.5,75,1,4.3,0,9,12
16.03.19 21:00,93.76,0.45,6,729.1,93,2,4.9,0,9,12
17.03.19 00:00,91.16,0.46,7,729.4,92,2,5.7,0,9,12
17.03.19 03:00,91.35,0.45,5.6,729.2,94,1,4.7,0,9,12
17.03.19 06:00,89.79,0.45,4.8,729.2,95,1,4.1,3,12,12
17.03.19 09:00,91.41,0.46,5.5,728.8,95,2,4.8,0,9,9
17.03.19 12:00,92.24,0.45,6.1,729,94,2,5.2,0,9,9
17.03.19 15:00,88.97,0.45,6.4,729.9,93,1,5.4,0,9,9
17.03.19 18:00,89,0.45,5.7,732.4,94,1,4.8,6,9,9
17.03.19 21:00,90.59,0.45,4.5,734.4,95,1,3.7,0,3,3
18.03.19 00:00,93.38,0.47,4.5,735.4,93,2,3.4,0,3,3
18.03.19 03:00,94.71,0.47,3.9,736.2,86,3,1.8,0,3,3
18.03.19 06:00,92.14,0.46,3,737.4,92,0,1.8,3,3,3
18.03.19 09:00,92.81,0.47,6.9,738.7,70,1,1.8,0,0,0
18.03.19 12:00,94.71,0.47,8.7,739,56,2,0.2,0,0,0
18.03.19 15:00,88.59,0.43,8.8,739.4,55,1,0.1,0,0,0
18.03.19 18:00,91.03,0.47,8.5,739.9,57,1,0.4,0,0,0
18.03.19 21:00,92.49,0.46,7,740.7,65,1,0.7,0,0,0
19.03.19 00:00,88.18,0.45,2.8,740.7,81,1,-0.1,0,0,0
19.03.19 03:00,95.45,0.47,-0.2,740.7,92,1,-1.3,0,0,0
19.03.19 06:00,91.48,0.46,-1.8,741.2,94,0,-2.6,0,0,0
19.03.19 09:00,89.62,0.45,4.7,742,81,2,1.6,0,0,0
19.03.19 12:00,93.03,0.47,9.9,741.1,61,4,2.6,0,0,0
19.03.19 15:00,92.43,0.46,10.1,740.3,58,4,2.2,0,0,0
19.03.19 18:00,89.82,0.45,8.1,740.5,67,4,2.3,0,0,0
19.03.19 21:00,90.37,0.44,4.5,741.3,82,1,1.7,0,0,0
20.03.19 00:00,90.43,0.46,4.7,740.8,81,3,1.6,0,0,0
20.03.19 03:00,91.47,0.46,1.6,739.8,93,2,0.5,0,0,0
